2016年03月26日,,,
,,,Machico､津田美波､前田佳織里
,,M08.春空BLUE,
,,,近藤唯､渡部優衣､渡部恵子
2018年07月29日,,,
,ワンダーフェスティバル2018[夏] ワンダフルホビーライフフォーユーブースTVアニメ『ウマ娘 プリティーダービー』ステージ@幕張メッセ国際展示場(千葉・美浜区),,
,,M01.うまぴょい伝説,
,,,高野麻里佳､Machico､上田瞳､木村千咲､香坂さき､渡部恵子
,,M02.Make debut!,
,,,高野麻里佳､Machico､上田瞳､木村千咲､香坂さき､渡部恵子
,,M03.グロウアップ・シャイン！,
,,,高野麻里佳､Machico､上田瞳､木村千咲､香坂さき､渡部恵子
2018年08月25日,,,
,Animelo Summer Live 2018 “OK!” 2日目@GMOアリーナさいたま(埼玉・さいたま中央区),,
,,M01.うまぴょい伝説,
,,,和氣あず未､高野麻里佳､Machico､松井恵理子､高柳知葉､上田瞳､大橋彩香､木村千咲､大坪由佳､前田玲奈､巽悠衣子､大西沙織､髙橋ミナミ､徳井青空､鬼頭明里
,,M02.Make debut!,
,,,和氣あず未､高野麻里佳､Machico､松井恵理子､高柳知葉､上田瞳､大橋彩香､木村千咲､大坪由佳､前田玲奈､巽悠衣子､大西沙織､髙橋ミナミ､徳井青空､鬼頭明里
,,M03.グロウアップ・シャイン！,
,,,和氣あず未､高野麻里佳､Machico､松井恵理子､高柳知葉､上田瞳､大橋彩香､木村千咲､大坪由佳､前田玲奈､巽悠衣子､大西沙織､髙橋ミナミ､徳井青空､鬼頭明里
,,M04.Stand by...MUSIC!!!,
,,,和氣あず未､高野麻里佳､Machico､松井恵理子､高柳知葉､上田瞳､大橋彩香､木村千咲､大坪由佳､前田玲奈､巽悠衣子､大西沙織､髙橋ミナミ､徳井青空､鬼頭明里､他出演キャスト全員
2018年10月08日,,,
,マチ★アソビ Vol.21 CLIMAX RUN 3日目「ぱかラジッ！～ウマ娘広報部～」出張版in徳島@眉山林間ステージ(徳島・徳島市),,
,,M01.うまぴょい伝説,
,,,高野麻里佳､渡部恵子､首藤志奈､新田ひより
,,M02.Lucky Comes True!,
,,,新田ひより
,,M03.今日もウララかケセラセラ！,
,,,首藤志奈
,,M04.感情ノ黎明,
,,,渡部恵子
,,M05.七色の景色,
,,,高野麻里佳
,,M06.うまぴょい伝説,
,,,高野麻里佳､渡部恵子､首藤志奈､新田ひより
2018年10月14日,,,
,ウマ娘 プリティーダービー2nd EVENT「Sound Fanfare！」@幕張メッセイベントホール(千葉・美浜区),,
,,M01.うまぴょい伝説,
,,,和氣あず未､高野麻里佳､Machico､Lynn､松井恵理子､高柳知葉､上田瞳､大橋彩香､木村千咲､大坪由佳､前田玲奈､巽悠衣子､大西沙織､髙橋ミナミ､徳井青空､田所あずさ､青木瑠璃子､鬼頭明里､首藤志奈
,,M02.Make debut!,
,,,和氣あず未､高野麻里佳､Machico､上田瞳､大橋彩香､木村千咲､大西沙織
